"username","gender","location","Location_Name"
"Floolight","Female","TUR","Turkey"
"Percussio","Male","RUS","Russia"
"Darky","Female","POL","Poland"
"HMajor","Male","CHN","China"
"nretamal","Male","CHL","Chile"
"Flycro","Male","DEU","Germany"
"Tyblazitar","Male","NOR","Norway"
"Gihan_Ali","Female","EGY","Egypt"
"Morph_hu","Male","HUN","Hungary"
"yoladango","Male","IND","India"
"Instigator","Male","NOR","Norway"
"Maioken","Male","POL","Poland"
"sambenmaggie","Male","JEY","Jersey"
"sirOwlBeak","Male","BEL","Belgium"
"oocuteableoo","Female","GBR","United Kingdom"
"JulesVerne","Male","BIH","Bosnia & Herzegovina"
"theetha","Female","IDN","Indonesia"
"WinterFall_024","Female","PHL","Philippines"
"Angelatte","Female","USA","United States"
"TeRMiNaTe","Male","BGR","Bulgaria"
"Ion_Negatif","Male","FRA","France"
"cyphon619","Male","AUS","Australia"
"fantonofu","Male","BRA","Brazil"
"coolpranil","Male","IND","India"
"Noahie","Male","LTU","Lithuania"
"Yasha_Hikari","Female","USA","United States"
"ChrisOnline","Male","SGP","Singapore"
"Lefjay","Female","UKR","Ukraine"
"BlackSwordsmanPT","Male","PRT","Portugal"
"Ballantines","Female","PRT","Portugal"
"-Datenshi-","Female","UKR","Ukraine"
"Aarikah","Female","VEN","Venezuela"
"Mataknight","Female","CAN","Canada"
"Alexpd_Senpai","Male","ESP","Spain"
"DarChronicle","Male","CAN","Canada"
"ZlyWilq","Female","POL","Poland"
"shadowy","Male","FRA","France"
"Nexu","Male","CAN","Canada"
"neerajasr","Female","IND","India"
"Bloodus","Male","BRA","Brazil"
"Kypic",NA,"FRA","France"
"Fourthdawn","Male","BGR","Bulgaria"
"Archy","Male","NOR","Norway"
"SciDan","Male","AUS","Australia"
"noshana","Male","FRA","France"
"toyoko","Male","DEU","Germany"
"Solwen","Non-Binary","FRA","France"
"Widdle101","Male","PHL","Philippines"
"Laturi",NA,"FIN","Finland"
"SofJay","Male","PHL","Philippines"
"sasori_yume","Female","ROU","Romania"
"drivel","Male","JEY","Jersey"
"anciie","Female","SVN","Slovenia"
"vortex73","Male","PRT","Portugal"
"ShiraQila","Female","MYS","Malaysia"
"Crystalcandy","Female","IND","India"
"Dick75","Male","JEY","Jersey"
"Animemexd","Male","JPN","Japan"
"gothaku24","Male","PHL","Philippines"
"jpop028","Male","KOR","South Korea"
"cads","Male","IDN","Indonesia"
"FrozenAngel","Male","BRA","Brazil"
"brinck_1986","Male","USA","United States"
"moxeh","Male","BRA","Brazil"
"AsyrafFile","Male","MYS","Malaysia"
"GODnatsirT",NA,"CAN","Canada"
"Ryoko-kun","Male","TUR","Turkey"
"sergey-kun","Male","ISR","Israel"
"Styx11","Female","GRC","Greece"
"denkFoul",NA,"DEU","Germany"
"Falbalka","Female","POL","Poland"
"Reaper_ed","Male","AUS","Australia"
"TehBoss69","Male","PRT","Portugal"
"Irarit","Female","BGR","Bulgaria"
"xera","Female","CAN","Canada"
"eithis","Male","CZE","Czechia"
"Kinn","Female","ESP","Spain"
"danielzajic","Male","CZE","Czechia"
"Nanospec","Male","CAN","Canada"
"MissCheena","Female","NZL","New Zealand"
"iNeon","Male","AUS","Australia"
"Shinsuoh","Male","NZL","New Zealand"
"Reinax","Male","GBR","United Kingdom"
"butyok","Female","HUN","Hungary"
"Qhalid_Al-farisi","Male","IDN","Indonesia"
"Zeko","Male","BEL","Belgium"
"Bassmaniak","Male","UKR","Ukraine"
"guillemartins96","Male","BRA","Brazil"
"YamiFrankc","Male","MEX","Mexico"
"lisa_k","Female","NLD","Netherlands"
"karro","Female","NOR","Norway"
"Galerians_Cain","Female","RUS","Russia"
"Alcapwn","Male","DNK","Denmark"
"impulsive","Female","AUS","Australia"
"Puma23_","Male","POL","Poland"
"sakuranomiya","Female","GTM","Guatemala"
"kkatlyn111","Female","GEO","Georgia"
"Brumito","Male","BRA","Brazil"
"Solveig_Parker","Female","RUS","Russia"
"cuteface1998","Female","SGP","Singapore"
"Luca_Graziani","Male","ARG","Argentina"
"FunkyLoiso","Male","RUS","Russia"
"asahii","Female","FIN","Finland"
"animedreamer","Female","USA","United States"
"reyreybtz64","Male","FRA","France"
"Denssky","Male","POL","Poland"
"DEDE69","Male","PRT","Portugal"
"Enter_the_Fray","Male","JPN","Japan"
"Rey-sivan-ar","Female","MAR","Morocco"
"Shikieiki","Male","FRA","France"
"Watashichan","Female","BRA","Brazil"
"Darkster","Male","CAN","Canada"
"Yohoho","Male","POL","Poland"
"belza09",NA,"THA","Thailand"
"Hilander","Male","DNK","Denmark"
"thunderbolt3","Male","JEY","Jersey"
"Emmey","Female","POL","Poland"
"Misa-Misa","Female","RUS","Russia"
"MissVendorf","Female","DNK","Denmark"
"xbaybehh","Female","SGP","Singapore"
"BD","Male","DEU","Germany"
"ShiroiOkami","Female","DEU","Germany"
"leorik-Xp","Male","NZL","New Zealand"
"JesssJournal","Female","NZL","New Zealand"
"rezoD","Male","BGD","Bangladesh"
"0verflow","Male","DEU","Germany"
"Mink","Female","DNK","Denmark"
"Mandar_Bloodhart","Male","DEU","Germany"
"Rodeas","Male","FRA","France"
"Constantine","Male","AUS","Australia"
"Zero_no_Sainto","Male","CHL","Chile"
"Ryu_Soma","Male","ITA","Italy"
"NeoAngelus",NA,"NLD","Netherlands"
"harb","Male","AUS","Australia"
"Codeg","Male","LTU","Lithuania"
"Notrik","Male","NOR","Norway"
"breath","Female","GBR","United Kingdom"
"Blondskate","Male","VEN","Venezuela"
"CheekySchroedi","Male","POL","Poland"
"Nogeron","Male","POL","Poland"
"Giordy","Male","ITA","Italy"
"ElKaizer",NA,"FRA","France"
"EdsEssi","Female","FIN","Finland"
"MomoSumire","Female","CAN","Canada"
"Sundeshr","Male","ZAF","South Africa"
"Ars","Male","RUS","Russia"
"BurninDarkness","Male","IND","India"
"Mikuhist","Male","DEU","Germany"
"Tsumiki-chan","Female","POL","Poland"
"gromthar22","Male","NLD","Netherlands"
"klaudiviris","Female","NLD","Netherlands"
"Rhazypoo","Male","DNK","Denmark"
"kensey","Male","RUS","Russia"
"Omokoii","Male","SWE","Sweden"
"Streecs","Male","RUS","Russia"
"secretlistener","Female","LAO","Laos"
"Mintrecord","Female","PRT","Portugal"
"Kana_Izumiya",NA,"VEN","Venezuela"
"_gigaflare","Male","SGP","Singapore"
"wandalor","Male","POL","Poland"
"MechaStrike",NA,"USA","United States"
"Elmm","Male","USA","United States"
"deex","Male","POL","Poland"
"Nox88","Male","POL","Poland"
"Sourceman","Male","SWE","Sweden"
"Makketsai","Male","FIN","Finland"
